cnr	kval varb dust popul rescale

522		2	0	T	T	F
523		1	0	F	F	F
524		1.9	0	T	T	F
525		0	0	F	F	F
526		1.2	0	T	F	F
527		0	1	F	F	F
528		1	0.5	F	F	F
529		1.5	0	F	T	F
551		0	0	F	F	F
552		1.5	0	T	T	F
554		1.4	0	F	T	F
557		1.3	1	F	F	F
559		1.7	0	T	T	F
560		1.2	1	F	F	F
561		1.9	0	F	T	T
563		1.1	0	T	T	F
564		1.8	0	T	T	F
565		1.2	0	T	T	F
567		1.7	0	F	T	F
568		1.9	0.5	T	F	F
571		1.5	0	T	T	F
572		1.5	0	F	T	F
615		2	0	T	T	F
616		1.3	0.5	F	F	F
620		2	0	T	T	F
623		1	1	F	F	F
624		2	0	F	T	F
625		1.6	1	F	F	F
626		1.9	0	F	T	F
627		2	0	T	T	F
629		1.2	0.2	F	F	F
630		1.9	0	F	T	F
634		1.6	0.6	F	T	F
637		1.5	0	F	T	F
639		2	0	F	T	F
641		1.9	0.2	T	T	F
644		1.5	0	T	T	F
645		0.8	0	F	F	F
650		0.8	0.4	F	F	F
655		2	0.1	T	T	F
668		0.9	0.2	T	F	F
669		1.3	0	F	F	F
670		1.8	0	T	T	F
671		1.5	0.5	F	F	F
675		0.8	0	F	T	F
676		2	0	T	T	F
678		1.8	0	T	T	F
679		1.3	1	T	F	F
681		1.0	0	T	F	F
682		1.2	0	T	T	F
683		1.5	0	T	T	F
684		1.3	0	T	T	F
685		1.6	0.8	F	T	F
686		1.3	0	T	T	F
687		1.6	0	T	T	F
688		1.4	0.7	F	F	F
691		1.6	0.1	F	T	F
692		1.7	0.2	T	T	F
697		0.3	0	F	F	F
698		1	0	T	T	F
699		1.3	0	F	T	F
700		2	0.1	T	T	F
701		2	0.2	F	T	F
708		1.2	0.4	F	F	T
709		1.5	0.1	T	T	F
710		1.8	0	T	T	F
711		1.7	0.2	F	T	F
712		2	0	T	T	F
713		1.6	1	F	F	F
714		1	1	F	F	F
716		1.7	0	T	T	F
717		1.2	0	T	T	F
718		1.3	0	F	F	F
720		1	1	F	F	F
721		1	0	F	F	F
722		1	0	F	F	F
723		1	1	F	F	F
724		1.3	0	T	T	T
774		1.9	0	T	T	F
840		1	0.5	F	T	F
841		1.2	0.5	T	T	T
842		1.7	0.1	T	T	F
843		1.5	0.1	T	T	F
844		1.5	0.5	T	F	F
845		1.3	0.7	F	F	F
846		1.4	0	T	T	F
857		0.6	0	T	F	T
862		1	1	F	F	F
864		1.3	0	F	T	F
865		1.9	0	F	T	F
866		2	0	F	T	F
867		2	0	T	T	F
869		1	0	T	T	F
870		1.9	0	F	T	F
876		1.2	0.3	F	F	F
877		1	0.3	F	F	F
878		1.7	0	F	T	F
895		1.9	0	T	T	F
897		1.6	0	T	T	F
899		1.5	0	T	T	F
900		2	0.4	T	T	F
901		1.5	0	T	T	F
904		0	1	F	F	F
908		1.9	0	T	T	F
909		1.8	0	T	T	F
910		1.8	0.3	T	T	F
911		1.8	0.1	F	T	F
912		1.2	1	F	F	F
913		1	0.5	F	F	F
914		0.7	0	F	F	F
915		1.2	0	F	T	F
920		1.8	0	F	T	F
929		2	0	F	T	F
932		1.6	0.3	T	T	F
933		1.8	0	F	T	F
934		2	0	F	T	F
936		1.8	0	F	T	F
937		1.4	0	T	T	F
938		1	1	F	F	F
942		1.5	0	T	T	F
944		1	0.2	F	T	F
951		1.9	0.1	F	T	F
954		1.4	0.5	F	F	F
955		1.7	0	T	T	F
956		1.3	0	F	T	F
957		1.6	0	T	T	F
958		1.1	0.5	F	F	F
960		1.5	0	F	T	F
962		2	0	T	T	F
963		1.9	0.2	T	T	F
964		1.3	1	F	F	F
965		1.4	0	T	T	F
967		1.9	0	F	T	F
971		0.2	1	F	F	F
972		0.9	0	T	F	F
974		1.3	0	F	T	F
975		1.2	0	T	T	F
976		1.8	0	F	T	F
977		1	0	F	T	F
981		0.9	1	F	F	F
984		2	0	T	T	F
985		1.9	0.5	F	T	F
986		1.7	0	F	T	F
987		1.3	0	F	F	F
989		1.8	0	T	T	F
990		1.8	0	F	T	F
991		1.7	0	T	T	F
992		1.9	0	T	T	F
993		2	0	F	T	F
994		1.3	0	F	F	F
1000	2	0	F	T	F
1002	0	0	F	F	F
1003	0.8	0	F	F	F
1004	0.4	0	F	F	F
1009	1.3	0.8	F	F	T
1010	1.8	0	F	T	F
1012	1.7	0	T	T	F
1013	1.8	0	F	T	F
1015	1.8	0	F	T	F
1016	1.9	0	F	T	T
1017	1.9	0	F	T	T
1018	1	0.6	F	F	F
1019	1.6	0.3	T	T	F
1021	2	0	F	T	F
1022	2	0	F	T	F
1024	1.9	0	T	T	F
1025	1.5	0.1	F	T	F
1026	1.8	0	T	T	F
1027	1.7	0	T	T	F
1028	0.9	0	F	F	F
1029	1.2	0	F	T	F
1030	0.3	1	F	F	F
1031	1.2	0	T	T	F
1032	1.8	0	F	T	F
1033	1.5	0	T	T	F
1034	1	1	F	F	F
1036	1	0	T	T	F
1038	1.2	0	F	T	F
1041	0.8	0.8	F	F	F
1042	1.8	0	T	T	F
1043	1.1	0	T	T	F
1045	2	0	F	T	F
1048	1.9	0	F	T	F
1049	2	0	T	T	F
1050	1.5	0	F	T	F
1051	1.7	0.1	T	T	F
1054	1.8	0	T	T	F
1059	2	0	F	T	F
1060	0.8	0	F	T	F
1061	1.4	0	T	T	F
1063	1.2	0	F	T	F
1064	1	0	T	T	F
1065	0.7	0	F	F	F
1072	0.8	0.5	T	T	F
1073	1	1	F	F	F
1074	1.3	0	F	T	F
1075	1.3	0.4	F	F	F
1076	1.3	0.1	F	T	F
1077	1.8	0.4	F	T	F
1082	0.9	0	F	F	F
1083	1.1	0	F	T	F
1084	1.8	0	F	T	F
1085	0.8	1	F	F	F
1086	1.2	0	T	T	F
1087	1.6	0	T	T	F
1089	1.6	0	T	T	F
1090	1	0.4	F	F	F
1091	1	0	F	T	F
1092	1	0.3	F	T	F
1096	1	0	T	T	F
1097	1.3	0	T	T	F
1098	1.2	1	F	F	F
1101	0.1	0	F	F	F
1102	0.9	0.4	F	F	F
1103	1.2	0	T	T	F
1104	0.7	1	F	F	F
1110	2	0	T	T	F
1112	2	0	T	T	F
1119	1.3	0.7	F	T	F
1120	1	0.3	F	F	F
1121	2	0	F	T	F
1123	1.5	0	T	T	F
1124	2	0	F	T	F
1125	2	0	T	T	F
1127	0.9	0	T	T	F
1129	1.5	0.2	F	T	F
1130	1.2	0.1	T	T	F
1131	1.6	0	T	T	F
1132	1.3	0	F	T	F
1133	1.4	0	T	T	F
1134	1.2	0	T	T	F
1137	0.8	0	F	T	F
1139	1.3	0.2	F	T	F
1141	1.3	0	F	T	F
1169	1.8	0	F	T	F
1170	1.8	0	F	T	F
1197	0.8	1	F	F	F
1198	1.7	0	T	T	F
1199	1.2	1	F	F	F
1263	1.8	0.2	F	T	F
1278	1.8	0	T	T	F
1279	1.1	0	F	T	F
1280	2	0	T	T	F
1281	1.8	0	T	T	F
1313	1.8	0	T	T	F
1314	1.7	0	T	T	F
1320	1.6	0	F	T	F
1321	1.2	1	F	F	F
1332	1	1	F	F	F
1333	1.5	0.4	T	T	F
1334	1.3	0.5	F	T	F
1338	1.2	0.2	F	T	F
1339	1.7	0	F	T	F
1340	1.7	0	F	T	F
1342	1.2	1	F	F	F
1343	1.8	0	T	T	F
1346	1.3	0.7	F	F	F
1349	1.9	0	T	T	F
1350	1	1	F	F	F
1351	1.3	1	F	F	F
1363	0.9	0.8	T	F	T
1364	1.4	1	F	F	F
1365	0.8	1	F	F	F
1366	1.3	0	F	T	F
1367	2	0	T	T	F
1369	1.3	0	F	T	F
1370	0.8	0	F	T	F
1371	1.3	0	F	T	F
1372	0	0	F	F	F
1373	1.4	0.2	T	T	F
1374	1.4	0.2	F	T	F
1379	2	0	T	T	F
1380	1.8	0.4	F	T	F
1382	1.4	0	F	T	F
1383	1.8	0.4	T	T	F
1385	1.2	0.8	F	T	F
1386	1	1	F	F	F
1388	2	0	T	T	F
1390	0	0.8	F	F	F
1393	1.7	1	F	T	F
1394	0	0	F	F	F
1395	2	0	T	T	F
1400	0	0	F	F	F
1401	1	1	F	F	F
1403	1.5	0	F	T	F
1404	1.7	0.3	F	T	F
1413	0	1	F	F	F
1414	1.7	0	F	T	F
1415	1.5	1	F	F	F
1418	1	0	F	F	F
1419	0	1	F	F	F
1420	0.5	1	F	F	F
1436	1.2	0	F	T	F
1438	2	0	F	T	F
1439	1	0.6	F	T	F
1442	2	0	F	T	F
1443	1.9	0	T	T	F
1455	1.2	0.4	F	T	F
1456	1.6	0	T	T	F
1457	1.1	1	F	F	F
1458	1.5	0	T	T	F
1460	0	1	F	F	F
1461	1	0	F	T	F
1462	1	1	F	F	F
1463	1.3	0	T	T	F
1464	1.5	0	T	T	F
1465	0.6	1	F	F	F
1466	2	0	T	T	F
1470	1.3	0.6	F	F	F
1472	1.3	0.1	F	T	F
1473	1.8	0	F	T	F
1474	2	0	T	T	F
1475	2	0	T	T	F
1477	1.9	0.1	F	T	F
1479	1.6	0.2	F	T	F
1480	1.8	0	T	T	F
1483	2	0.1	T	T	F
1484	1.3	0	F	T	F
1485	0	0	F	F	F
1486	1.5	0	T	T	F
1490	1.4	1	F	F	F
1491	1.2	0	T	T	F
1492	1.9	0	T	T	F
1493	1	0	F	F	F
1494	2	0	F	T	F
1495	1.9	0	T	T	F
1496	1.2	0	F	F	F
1497	1	1	F	F	F
1505	1.9	0	T	T	F
1506	1.7	0.6	F	T	F
1507	0	0	F	F	F
1509	1.3	0	T	T	F
1510	1.8	0.3	T	T	F
1511	1.4	1	F	F	F
1512	2	0	T	T	F
1513	1.5	0	T	T	F
1514	1	0	T	T	F
1515	1	1	F	T	F
1516	2	0	F	T	T
1518	1	1	F	F	F
1519	1.6	0.3	F	T	F
1520	1.8	0.1	F	T	F
1521	1.6	0.3	F	T	F
1522	1.3	1	F	F	F
1528	1.1	0.7	F	F	F
1529	0	0	T	F	F
1532	1.8	0	F	T	F
1533	1.6	0	T	T	F
1534	1.3	1	F	F	F
1535	0.5	1	F	F	F
1536	1.5	0.7	F	T	F
1538	1.3	0.6	T	F	F
1539	1.7	0	F	T	F
1540	1.5	0	T	T	F
1541	2	0	F	T	F
1543	1	0	F	T	F
1547	1.7	0	T	T	F
1548	1.9	0	F	T	F
1549	2	0	F	T	F
1550	1.3	0	T	T	F
1554	1.3	0	F	T	T
1556	1.7	0.2	F	T	F
1557	2	0	T	T	F
1558	1.8	0.1	T	T	F
1559	1.9	0	F	T	F
1560	0	0	F	F	F
1561	1.8	0	F	T	F
1562	1.9	0	F	T	F
1563	1.8	0.3	F	T	F
1564	1.9	0	T	T	F
1566	1.5	1	F	F	F
1567	2	0	F	T	F
1569	1.3	0.6	F	F	F
1570	1.9	0	F	T	F
1571	1.7	0	F	T	F
1572	1.9	0	F	T	F
1573	2	0	T	T	F
1574	1.4	1	F	F	F
1590	0.9	0	F	F	F
1709	1.2	0.4	F	F	F
1719	1	1	F	F	F
1720	1.7	1	F	F	F
1732	1.8	0	T	T	F
1735	1.7	0	F	T	F
1736	1.4	0.2	F	T	F
1738	1.5	0.2	F	T	F
1739	2	0.1	T	T	F
1740	1.8	0.1	F	T	T
1741	1.7	0	T	T	F
1742	1.8	0	T	T	F
1743	1.4	0.4	F	T	F
1745	1.4	0	F	T	F
1748	1.8	0	F	T	F
1749	1.8	0	T	T	F
1750	2	0.1	F	T	F
1752	1.8	0	T	T	F
1753	1.5	0.3	T	T	F
1754	1.6	0	T	T	F
1756	1	1	F	F	F
1757	1.9	0	F	T	T
1758	1.7	0.1	T	T	F
1761	1.8	0	T	T	F
1762	1	0	F	F	F
1763	1.9	0.2	F	T	F
1767	1.7	0	T	T	F
1769	2	0	T	T	F
1772	1.7	0.3	F	T	F
1775	0.6	0.5	F	F	F
1776	1.8	0.7	F	F	F
1778	1.2	0	F	F	F
1779	1.2	0	F	F	F
1780	0	1	F	F	F
1781	1.9	0	F	T	F
1782	1.9	0	T	T	F
1783	1	0.2	F	F	F
1784	2	0	T	T	F
1788	2	0	T	T	F
1789	1.8	0	F	T	F
1792	1.5	0.1	F	T	F
1796	2	0	F	T	F
1798	0	0	F	F	F
1799	2	0	F	T	F
1802	0	0	F	F	F
1803	1.7	0	T	F	F
1805	0.8	1	F	F	F
1806	1	0.8	F	F	F
1807	1.7	0	F	T	F
1808	1.8	0	F	T	F
1809	1.8	0	F	T	F
1810	1.4	0.7	F	F	F
1811	1.2	0.3	T	T	F
1812	2	0	T	T	F
1813	1.6	0	T	T	F
1814	1.7	0	T	T	F
1817	1	1	F	F	F
1824	1.8	0	F	T	F
1825	1.3	0.4	F	T	T
1826	1.9	0	T	T	T
1828	1	0.1	F	T	F
1838	1.8	0.1	F	T	F
1839	1.1	0	F	T	F
1840	1.7	0	T	T	F
1841	1	0	T	F	F
1842	1.3	0.2	F	T	F
1843	1.9	0	F	T	F
1844	1.9	0.2	T	T	F
1845	1.7	1	F	F	F
1846	1.8	0	F	T	F
1848	1.2	1	F	F	T
1850	1.6	0	T	T	F
1851	1.7	0.3	F	T	F
1858	1.7	0.2	F	T	F
1859	1	1	F	F	F
1860	1	1	F	F	F
1861	1.8	0	T	T	F
1865	1.5	0.4	F	T	F
1866	1.7	0	F	T	F
1867	1	0	F	F	F
1868	1	1	F	F	F
1869	0.8	0.2	F	F	T
1870	1.9	0	F	T	F
1871	1.6	0	F	T	F
1872	2	0	T	T	F
1874	1.8	0	T	T	F
1875	2	0	T	T	F
1876	2	0	F	T	F
1877	1.6	0	F	F	F
1878	1.8	0	F	T	F
1879	2	0	F	T	F
1880	1	0	F	F	F
1881	1.8	0	F	T	F
1885	1	0	F	F	F
1886	0	0	F	F	F
1887	1.7	0	F	T	F
1888	1.9	0.1	T	T	F
1889	1.7	0	F	T	F
1890	0	1	F	F	F
1892	2	0	F	T	T
1893	1.7	0	F	T	F
1894	1.7	0	F	T	F
1895	1.7	0	F	T	T
1896	1.7	1	F	F	F
1898	1.8	0	T	T	F
1899	2	0.1	F	T	F
1900	2	0	T	T	F
1901	1.8	0	F	T	F
1902	1	1	F	F	F
1904	2	0	T	T	F
1908	1.5	1	F	F	F
1909	1.8	0	F	T	F
1914	1.8	0	T	T	F
1915	1.8	0.1	T	T	F
1916	0.8	0	F	T	F
1918	1.3	0	F	T	F
1919	1.8	0	T	T	F
1922	1.9	0	T	T	F
1923	1.7	0.2	F	T	F
1924	1.3	0.4	F	T	F
1925	1.9	0	F	T	F
1927	1.5	0	F	T	F
1930	1	0	T	F	F
1939	1.3	0.4	T	T	F
1940	1.4	0	T	F	F
1946	2	0	T	T	F
1949	1.7	0.3	F	T	F
1950	1.4	0.2	F	T	F
1951	1.9	0	T	T	F
1952	1.6	1	F	F	F
1954	1.7	1	F	F	F
1955	1.8	1	F	F	F
1956	1.4	1	F	F	F
1958	1.8	0.1	T	T	F
1959	1.6	0.7	F	T	F
1960	1.5	0	F	T	F
1963	2	0	F	T	F
1964	1.6	0	F	T	F
1965	0	0	F	F	F
1966	1	0	F	T	F
1967	1.6	0	T	T	F
1968	2	0	T	T	F
1969	1.5	1	F	F	F
1970	1.5	0.5	F	T	F
1971	2	0	T	T	F
1972	1.5	1	F	F	F
1973	0	1	F	F	F
1974	2	0	T	T	F
1977	1.2	0.2	F	T	F
1978	0.7	1	F	F	F
1979	1.5	0	F	T	F
1983	1	0	F	F	F
1984	1.9	0	T	T	F
1985	2	0	T	T	F
1989	1.7	0	F	T	F
1991	1.9	0	T	T	F
1992	1.7	0.6	F	T	F
1993	2	0	T	T	F
2001	2	0	F	T	F
2002	1.4	0	T	T	F
2003	1.9	0	T	T	F
2004	2	0	T	T	F
2005	1.3	0	F	F	F
2006	1.3	1	F	F	F
2007	1	0.5	F	F	T
2008	2	0	F	T	F
2009	1.8	0.2	F	T	F
2010	0.7	1	F	F	F
2011	1.2	0.1	F	T	F
2013	1.4	0	F	F	F
2017	2	0.2	F	T	F
2019	1	0	F	F	F
2022	1	1	F	F	F
2023	1	0	F	T	F
2032	0.4	0	F	T	F
2038	1	0.5	F	F	F
2039	1.9	0	F	T	T
2040	1.9	0	F	T	F
2041	1.8	0	T	T	F
2042	1.8	0	T	T	F
2043	0.5	0 	T	F	F
2045	1	0.2	F	T	F
2046	2	0	T	T	F
2047	1.7	0	T	T	F
2048	1.7	0	T	T	F
2049	1	0	F	T	F
2050	1.2	1	F	F	F
2052	1.0	1	F	F	F
2053	1	0	T	T	F
2054	1	1	F	F	F
2055	1.8	0	F	T	F
2059	1.7	0	F	T	F
2060	1.7	0	T	T	F
2065	1.8	0	T	T	F
2066	1.5	0	F	F	F
2067	2	0	F	T	F
2068	1	0	F	F	F
2069	2	0	T	T	F
2070	1.9	0	T	T	F
2071	1.5	0	T	T	T
2072	1.9	0	T	T	F
2075	1	0	F	F	F
2077	1.3	0	F	T	F
2078	1.8	0	F	T	F
2087	1.7	0.7	F	F	F
2088	1	0	T	T	F
2089	1.7	0	T	T	F
2090	1.2	0	T	F	F
2091	1.2	0.3	F	T	F
2099	1	0	F	T	F
2100	1.4	0.2	F	F	F
2101	0.5	0	F	F	F
2102	1.4	0.6	F	T	F
2116	2	0	T	T	F
2117	1.9	0	T	T	F
